symbol,t,o,h,l,c,v
HDFC,1293580800,701.8,719.5,700.95,717.4,1721265
HDFC,1293667200,712.55,731.75,712.55,729.2,2819143
HDFC,1293753600,728,734,718,728.35,1673084
HDFC,1294012800,737.9,737.9,724,728.2,768310
HDFC,1294099200,731,738.8,725.3,731.75,2071437
HDFC,1294185600,727.8,727.8,706.15,708.1,1346235
HDFC,1294272000,713.7,714.7,700.8,706.9,1579745
HDFC,1294358400,703.1,708.7,680,683.9,2377426
HDFC,1294617600,680.6,683,650.85,653.6,3067513
HDFC,1294704000,659.95,669.1,649.05,659.35,4162819
HDFC,1294790400,664.8,687.25,649.7,680.65,2651175
HDFC,1294876800,687.5,687.5,664.15,667.35,3100863
HDFC,1294963200,671.1,677.8,635.1,641.75,4893952
HDFC,1295222400,643.9,667.15,637.6,663.65,6630267
HDFC,1295308800,668.7,668.95,650,658.35,1534814
HDFC,1295395200,658.35,661.9,651,653.1,2039642
HDFC,1295481600,651,665.6,646.7,660.6,1667697
HDFC,1295568000,660,661.45,648.1,651.2,1919229
HDFC,1295827200,657.3,676,650.9,669.45,2705161
HDFC,1295913600,668.5,682.8,664.85,670.2,2699275
HDFC,1296086400,677.8,677.8,660.05,667.1,3218239
HDFC,1296172800,673,673,639.1,645.25,4665888
HDFC,1296432000,635.05,641,616.1,628.35,4233907
HDFC,1296518400,633.45,648.35,629.6,633.25,4698371
HDFC,1296604800,642.3,644,613.3,617.45,4141895
HDFC,1296691200,621.9,629.8,615.05,624.3,2006481
HDFC,1296777600,624,632.9,600.1,604.15,2633100
HDFC,1297036800,615,615,586.55,590.65,2778429
HDFC,1297123200,596,603,584.5,589.15,4389202
HDFC,1297209600,584.1,616.45,582.3,608.3,6703472
HDFC,1297296000,610.25,618.4,589.15,595.85,5138812
HDFC,1297382400,600.45,626.05,597.2,623.15,4729277
HDFC,1297641600,632.7,645,624.5,642.8,2622477
HDFC,1297728000,641.2,653,633.7,646.6,2396664
HDFC,1297814400,642.3,646.85,624,626.9,3532475
HDFC,1297900800,630.1,652.8,628.5,650.05,2934055
HDFC,1297987200,653.55,663.8,639.1,643.85,4046717
HDFC,1298246400,636.3,651.9,635,648.1,2025818
HDFC,1298332800,643.8,646.55,636.05,641.1,2000449
HDFC,1298419200,642.7,661.5,641.8,647,5009694
HDFC,1298505600,641.5,647.8,610,616.8,5518105
HDFC,1298592000,624.85,631.2,611.4,623.6,3275493
HDFC,1298851200,630.1,652.9,623.1,629.2,3977911
HDFC,1298937600,637.2,654.85,635,650.75,2646398
HDFC,1299110400,644.05,679,644.05,672.1,4106165
HDFC,1299196800,679.65,687,675,681.5,3622250
HDFC,1299456000,672.35,677,660.1,667,1600351
HDFC,1299542400,663.1,679,663.1,675.15,2658038
HDFC,1299628800,677,683.1,665,672.7,1337415
HDFC,1299715200,674.9,678.4,664.85,666.8,1647150
HDFC,1299801600,662,667,647.3,660.4,2115239
HDFC,1300060800,659.85,675.45,656,671.45,2372307
HDFC,1300147200,655.15,670,650.4,663.1,2345828
HDFC,1300233600,666.2,673.4,658.6,659.85,2747492
HDFC,1300320000,650.5,655,634.15,637,4431693
HDFC,1300406400,642.1,643.2,617.35,620.3,5528054
HDFC,1300665600,625.95,631.7,622.85,626.45,2547991
HDFC,1300752000,630.95,639.95,624,637.8,2162996
HDFC,1300838400,637.85,643.9,633.75,640.2,1996107
HDFC,1300924800,644.95,646.8,637.1,644.1,1872217
HDFC,1301011200,655.3,667,645.1,663.7,3322278
HDFC,1301270400,665,679.9,659.05,667.9,3223739
HDFC,1301356800,673.7,689,670,683.05,3318575
HDFC,1301443200,685.95,700,685.65,698.45,2718670
HDFC,1301529600,700.05,715,692.7,701.2,7169750
HDFC,1301616000,699,710.35,696.05,708.2,2899147
HDFC,1301875200,713.75,713.75,697.55,705.55,3330504
HDFC,1301961600,703,711,693.3,698.35,3830230
HDFC,1302048000,700.75,706.65,693.55,698.9,2603969
HDFC,1302134400,696.05,719.9,696.05,715.7,3199679
HDFC,1302220800,716.1,722.5,706.7,710.65,3639384
HDFC,1302480000,698.3,706.35,688.3,690.15,2073109
HDFC,1302652800,686.15,721.8,684,718,2237383
HDFC,1302825600,715.3,723.25,702.65,706.7,3427985
HDFC,1303084800,709.9,718.35,689.05,692.1,2153270
HDFC,1303171200,688.3,699.85,686.95,694.6,1766375
HDFC,1303257600,701.7,716.65,695,715,1602777
HDFC,1303344000,717.4,733.85,717.4,732.2,3039471
HDFC,1303689600,732,737.9,727.55,731.05,1167396
HDFC,1303776000,731,733,709.1,722.85,1733528
HDFC,1303862400,721.5,726,716.2,722.1,1368508
HDFC,1303948800,722.1,723.1,707,717.35,2852184
HDFC,1304035200,715,720.4,695.8,706.8,2732252
HDFC,1304294400,710.1,711.35,696.55,699.4,1580211
HDFC,1304380800,696.1,704.8,681,684.35,2246946
HDFC,1304467200,686,690.65,659,662.5,2401410
HDFC,1304553600,665.95,673.5,651.65,655.05,1720801
HDFC,1304640000,659.85,669.85,655,664.8,1910901
HDFC,1304899200,670,670,656.6,664.55,1612375
HDFC,1304985600,669.7,669.7,650.1,661.1,3941941
HDFC,1305072000,665.1,668.1,656,666.1,2374440
HDFC,1305158400,660,661.9,646,647.2,2940195
HDFC,1305244800,650,655,640.75,644.7,6914124
HDFC,1305504000,646,646.2,632,634,2521226
HDFC,1305590400,635,638.7,626.55,631.6,2597846
HDFC,1305676800,634.8,647.6,634.8,646.05,4386172
HDFC,1305763200,649.75,649.85,637.6,643.85,1228035
HDFC,1305849600,649.85,663.4,640,658.85,1807339
HDFC,1306108800,652.45,653.15,640.05,646.55,2105817
HDFC,1306195200,651.7,659.85,645.05,649.4,1977042
HDFC,1306281600,650,656.5,641.1,644.25,2245849
HDFC,1306368000,645.2,649.9,635,643.15,2913164
HDFC,1306454400,640.5,658.4,640.5,656.3,1935462
HDFC,1306713600,658,671.5,658,668.55,2256839
HDFC,1306800000,669.8,688.8,669.8,684.05,3227566
HDFC,1306886400,676.55,692.95,676.55,689.1,1204308
HDFC,1306972800,681.05,684.7,676.6,680,1100046
HDFC,1307059200,678.5,683.05,658.25,660.05,2170805
HDFC,1307318400,659.95,674.1,659.15,670.65,2854529
HDFC,1307404800,668,674.65,662.3,669.2,1865334
HDFC,1307491200,664,669.5,657,658.3,994235
HDFC,1307577600,658,662.4,650.4,654.8,2103369
HDFC,1307664000,654,658.5,645.55,651.5,2562491
HDFC,1307923200,649.45,659.5,646.35,657,1371393
HDFC,1308009600,648,655.65,643.5,648.4,2835239
HDFC,1308096000,647,659.4,646,648.2,2358264
HDFC,1308182400,647.7,655.9,643.1,648.1,2316006
HDFC,1308268800,654.5,654.5,635.55,638.65,1745082
HDFC,1308528000,640.8,641.95,625.1,630.05,4128299
HDFC,1308614400,633,649.3,631,643.05,1956632
HDFC,1308700800,639,649,635,644.65,1890470
HDFC,1308787200,642.1,645.75,636,638.95,847197
HDFC,1308873600,640.55,670.45,640.55,668,3635723
HDFC,1309132800,660.5,684.9,660.5,674.55,3281812
HDFC,1309219200,678.1,692,675.5,689.75,2608360
HDFC,1309305600,692.6,699.5,692.6,696.05,1739032
HDFC,1309392000,696.2,709.9,696.2,706.3,4189494
HDFC,1309478400,710.05,712,701.3,703.3,1878221
HDFC,1309737600,708,710,696.8,700.75,1268259
HDFC,1309824000,699.55,703.4,690.15,700.2,2090604
HDFC,1309910400,696.25,714.15,696.25,710.9,2985597
HDFC,1309996800,713.9,726.2,712,724.4,2757523
HDFC,1310083200,726,732.95,712.1,714.2,3348765
HDFC,1310342400,712,715,703,709.1,1847895
HDFC,1310428800,701.9,709,685.25,689.75,1294273
HDFC,1310515200,695,696.9,683.35,694.2,2224857
HDFC,1310601600,692.8,712,687,703.6,1638519
HDFC,1310688000,701.05,708.7,691.5,693.8,1048933
HDFC,1310947200,693.95,702,690.15,700.7,1058271
HDFC,1311033600,702,709,695.05,703.7,1379200
HDFC,1311120000,708.9,709.05,693.65,697.25,1089228
HDFC,1311206400,693,702.35,691.05,698.55,652707
HDFC,1311292800,704,712,700.05,707.85,1160424
HDFC,1311552000,703.55,709.9,696.1,708.2,1925904
HDFC,1311638400,711.4,714,685.75,693.95,1886011
HDFC,1311724800,696,705.5,686.25,703.3,2428371
HDFC,1311811200,695.3,696.7,686,688.35,2021353
HDFC,1311897600,687,692.9,675.3,689,2421633
HDFC,1312156800,697.8,707,691.2,694.6,1970548
HDFC,1312243200,690.2,693.15,683,685,1280478
HDFC,1312329600,677.3,684.95,675.3,679.95,1053042
HDFC,1312416000,682.6,696.5,673.75,676.45,4184042
HDFC,1312502400,661.3,674,658.9,664.8,2760020
HDFC,1312761600,654,666.2,641,646.75,3237082
HDFC,1312848000,625.05,664.85,624.2,659,3673395
HDFC,1312934400,672,673.8,660,666.15,2428299
HDFC,1313020800,660,688.65,660,683.7,2884036
HDFC,1313107200,687.9,688.9,663,668.75,2698571
HDFC,1313452800,677.9,681.45,642,644.5,3134178
HDFC,1313539200,645.1,670.5,645.05,660.6,3374731
HDFC,1313625600,663,668.8,636,640.65,3248024
HDFC,1313712000,633.5,647.2,628.1,639.2,3775170
HDFC,1313971200,639.1,648.4,638.35,641.15,1506103
HDFC,1314057600,646.5,650.9,631.55,645.85,2529652
HDFC,1314144000,640.2,657.5,640.2,646.3,3192592
HDFC,1314230400,650.6,650.6,622.2,628.2,3750417
HDFC,1314316800,629.1,638.5,611.6,621.8,2819612
HDFC,1314576000,633,650.25,625.95,645.2,1500915
HDFC,1314662400,650.65,667,650.15,662.65,2514141
HDFC,1314921600,682,685.75,653,660.95,3870461
HDFC,1315180800,658,659.85,641.6,650.05,3893585
HDFC,1315267200,650,655.9,642.1,655.2,3259599
HDFC,1315353600,659.7,670.7,657.4,667.5,2961076
HDFC,1315440000,667.85,667.95,655.1,659.25,2199131
HDFC,1315526400,664.85,671.9,660,661.55,2815669
HDFC,1315785600,652.75,658.65,643,654.2,1975474
HDFC,1315872000,656.7,664.6,644.6,646.65,1702822
HDFC,1315958400,647,649.95,634.25,645.1,2328870
HDFC,1316044800,652.9,663.7,636.2,654.8,2213681
HDFC,1316131200,664,675,657.7,662.35,2418768
HDFC,1316390400,659.8,660.55,650.5,653,821719
HDFC,1316476800,655.7,678,654.8,675.05,2103373
HDFC,1316563200,679.9,679.9,665.6,674.1,1161077
HDFC,1316649600,664,669.9,641.1,643.5,1815085
HDFC,1316736000,639,639,622.55,625,7087677
HDFC,1316995200,626.8,628.8,617.7,622.35,3553539
HDFC,1317081600,630.15,646.95,626.35,641.15,2974782
HDFC,1317168000,646.7,646.7,631.55,636.95,3877365
HDFC,1317254400,638.75,660,637,652.45,6773241
HDFC,1317340800,646.7,654.5,636.25,640.9,4413738
HDFC,1317600000,630.55,635.1,617.3,634.45,2607209
HDFC,1317686400,629.35,634.75,617.5,620.8,2678250
HDFC,1317772800,622,640,618,624.95,2930759
HDFC,1317945600,640,655.55,636.7,645.4,3144918
HDFC,1318204800,643.2,666.65,643.2,662.55,1614355
HDFC,1318291200,669.8,679,665,666.75,3005080
HDFC,1318377600,670,672.5,658,669.9,2270021
HDFC,1318464000,672,673.35,662.7,664.4,1461753
HDFC,1318550400,661.9,669,659,666.8,1512907
HDFC,1318809600,670.5,677.65,664.5,673.45,2443546
HDFC,1318896000,668.7,677.65,664.65,673.8,2323693
HDFC,1318982400,679.9,679.9,669.75,673.95,2981665
HDFC,1319068800,669.75,669.75,638.2,644.95,5542653
HDFC,1319155200,647,649.7,630,633.4,3474173
HDFC,1319414400,644,648,634.35,640.5,3512753
HDFC,1319500800,645.8,674.7,633,669.2,4630436
HDFC,1319587200,665.9,673.8,662.3,667.2,385943
HDFC,1319760000,685,699.5,681,688.7,2589264
HDFC,1320019200,689,695.05,678.1,688.85,2342728
HDFC,1320105600,683,686.7,679.5,684.35,1697276
HDFC,1320192000,680,689,679.2,682.7,1040371
HDFC,1320278400,678,687,674.3,683.45,1454860
HDFC,1320364800,688.5,689.75,678.25,683.9,1650719
HDFC,1320710400,683,690.3,675.05,679.85,832846
HDFC,1320796800,681.25,687,679.15,682.4,2656856
HDFC,1320969600,680,680,663.65,666.7,2097116
HDFC,1321228800,671,676.7,666.15,672.75,2475463
HDFC,1321315200,670.5,673.7,654,657.55,1306443
HDFC,1321401600,657.8,657.8,626.25,645.4,2229348
HDFC,1321488000,648.95,651.8,631.4,635.05,1623008
HDFC,1321574400,630.1,648,630.1,645.6,2470305
HDFC,1321833600,639,643.9,618.1,623.35,1752373
HDFC,1321920000,625.6,645.9,625.6,637.95,2002760
HDFC,1322006400,636.6,639.3,613.2,624.15,2742574
HDFC,1322092800,623,630,607.1,626.1,3268857
HDFC,1322179200,621.7,623.25,606.6,613.75,1768272
HDFC,1322438400,618.25,649.05,618.25,646.65,2123181
HDFC,1322524800,648.5,648.5,632.1,635.65,2200475
HDFC,1322611200,626.05,647.8,625.3,641.7,3367260
HDFC,1322697600,659.9,664.45,651,656.1,1769040
HDFC,1322784000,658,669,654.7,667.6,1803708
HDFC,1323043200,665.9,670.5,656.85,662.2,1666822
HDFC,1323216000,663,677.85,656.55,675.55,3498036
HDFC,1323302400,674.9,677,659.45,669.3,2531344
HDFC,1323388800,660,663.75,652.35,655.4,1486874
HDFC,1323648000,659.9,661,644.1,647.35,2397640
HDFC,1323734400,642,654.5,636.25,646.35,1799425
HDFC,1323820800,645.25,647.9,628.3,630.35,2442485
HDFC,1323907200,622,642.25,622,636.4,3841311
HDFC,1323993600,636.4,646,618.55,626.35,2231863
HDFC,1324252800,620,624.4,600.3,618.25,3601149
HDFC,1324339200,619.75,628.7,618,623.4,2775142
HDFC,1324425600,633,659.75,633,655.45,2774826
HDFC,1324512000,645.5,665,645.5,662.45,2716673
HDFC,1324598400,668.65,668.65,655.4,660.9,2392651
HDFC,1324857600,659,670.7,658.25,665.75,1077446
HDFC,1324944000,666,670.8,662.15,667.85,1521474
HDFC,1325030400,675,675.8,658.3,660.85,1422488
HDFC,1325116800,659.5,664.1,654.6,656.6,1100159
HDFC,1325203200,655,668.9,648,652.05,1841165
HDFC,1325462400,650,655.3,641.35,650.4,626403
HDFC,1325548800,655.9,669,655.9,665.2,771226
HDFC,1325635200,663.2,668.2,658.95,660.95,1447287
HDFC,1325721600,662.5,673.75,660.7,670.3,1708022
HDFC,1325808000,667.1,674.7,657.5,670.4,1318442
HDFC,1325894400,670.4,673,667,668.55,49185
HDFC,1326067200,669.3,669.4,655.3,663.25,1510238
HDFC,1326153600,666.55,687.6,666.55,684,1669978
HDFC,1326240000,685,692.75,677.5,680.95,2494939
HDFC,1326326400,685,701.65,669.45,687.4,4372580
HDFC,1326412800,688,694.75,671,681.55,1881398
HDFC,1326672000,679.05,679.9,671.05,674.2,1739336
HDFC,1326758400,678,680.45,671.85,675.35,1335861
HDFC,1326844800,677,684.3,672.1,682.8,1461761
HDFC,1326931200,687.5,695,684.95,693.7,2146664
HDFC,1327017600,695,695,684.35,692.1,1419327
HDFC,1327276800,692.5,700.7,688,695.5,1130480
HDFC,1327363200,696,706,695.35,700.55,2105601
HDFC,1327449600,704.8,711.95,702.55,709.2,3459415
HDFC,1327622400,717,717,696.1,699.8,1661183
HDFC,1327881600,692.05,699.8,685,688.1,1921884
HDFC,1327968000,692.5,701.95,689.95,697.85,2647243
HDFC,1328054400,691,692,680,688.9,4956130
HDFC,1328140800,696,696,682.8,685.75,2945430
HDFC,1328227200,688,699,685.05,696.65,1518043
HDFC,1328486400,700,705,692.45,699.2,3351676
HDFC,1328572800,709,709,683.75,685.35,3314140
HDFC,1328659200,687.55,699.9,686.8,696.9,2158982
HDFC,1328745600,693.85,699.7,688.75,697.15,2417863
HDFC,1328832000,697.8,700,676.25,693.9,1261344
HDFC,1329091200,695,700,694,695.15,1384647
HDFC,1329177600,694.1,699,691.95,697.75,1127834
HDFC,1329264000,702.1,714.9,697.7,713.65,3335693
HDFC,1329350400,712,720,706,718,2586163
HDFC,1329436800,725,726.2,711.8,716.8,2414618
HDFC,1329782400,714.05,721.15,711,714.35,2489579
HDFC,1329868800,713.25,719.85,698.7,701.7,2132619
HDFC,1329955200,703,707.95,695.95,701.3,3289154
HDFC,1330041600,673,685.55,657.5,676.4,158414118
HDFC,1330300800,682.9,682.9,661.8,664.75,5268963
HDFC,1330387200,669,682,668.5,670.05,3664056
HDFC,1330473600,677,679.3,660.6,663.15,6466898
HDFC,1330560000,663,670.95,659.2,669.4,3298244
HDFC,1330646400,673,676,662.35,672.65,2868706
HDFC,1330732800,673,673.25,667.35,668.65,61461
HDFC,1330905600,666.5,668,654.45,657.15,3192310
HDFC,1330992000,656.5,666,649.5,651.1,5077630
HDFC,1331078400,650,658.95,648,654,2016258
HDFC,1331251200,662,682.3,660.9,680.5,6022889
HDFC,1331510400,688.75,688.75,669.1,671.1,3170284
HDFC,1331596800,675,683.7,675,681.85,2111175
HDFC,1331683200,689,689.25,670,677.5,5596353
HDFC,1331769600,677,677,660.05,661.3,3766187
HDFC,1331856000,662.25,676.95,662.25,666.45,5040022
HDFC,1332115200,670,672,648.25,650.25,4471466
HDFC,1332201600,650.7,660.8,650,657.5,3053821
HDFC,1332288000,658,669,656.55,667.5,3734303
HDFC,1332374400,665,671,653.75,659.2,5544938
HDFC,1332460800,663.4,664.35,656.5,660.55,2904218
HDFC,1332720000,659.25,660.65,649.5,651.25,3095896
HDFC,1332806400,657,671.05,655,667.55,4122987
HDFC,1332892800,663.5,665.6,659.25,660.95,3547786
HDFC,1332979200,654.1,672.05,653.15,666.8,13418664
HDFC,1333065600,671.55,677,670.3,673.3,3169792
HDFC,1333324800,673,685,673,683.15,3299539
HDFC,1333411200,687,689,682.25,687.45,2388626
HDFC,1333497600,684.95,684.95,678.15,679.65,1140973
HDFC,1333929600,674.25,675.25,663.85,666.05,2418914
HDFC,1334016000,668,674.65,666,671.75,2614106
HDFC,1334102400,667.3,679.8,665.55,674.05,2580595
HDFC,1334188800,675.85,681.8,673.35,679.4,1512959
HDFC,1334275200,680,685.25,676.15,680.7,2945103
HDFC,1334534400,679.5,680.55,672.95,677.8,1746857
HDFC,1334620800,678.5,688.35,671.6,683.8,2051209
HDFC,1334707200,688,690.4,679.05,680.35,1239746
HDFC,1334793600,685,692.25,682.15,690.65,1399371
HDFC,1334880000,687,690.9,676.25,684.7,1342925
HDFC,1335139200,685,689.95,681.65,683.4,1722254
HDFC,1335225600,685.25,688.4,679.95,683,959976
HDFC,1335312000,687.75,687.75,674.25,676.85,1256310
HDFC,1335398400,679.85,679.85,672.3,674.1,1352136
HDFC,1335484800,673,679.85,671.05,674.45,1257621
HDFC,1335571200,677.8,679,674.35,677.25,21856
HDFC,1335744000,673.55,681.8,672.3,673.6,1387617
HDFC,1335916800,674.55,677.3,670.25,672.2,915321
HDFC,1336003200,670,672,665.2,666.8,3295449
HDFC,1336089600,665.3,670.65,658.15,659.95,2829631
HDFC,1336348800,647,666.4,647,663.65,2714472
HDFC,1336435200,668.4,670.75,654.55,657.3,2492527
HDFC,1336521600,651.9,659.7,648.9,650.05,3051971
HDFC,1336608000,653,662.65,649.3,651.4,2602587
HDFC,1336694400,648,654,644.65,645.8,1547965
HDFC,1336953600,648,650.4,637.25,645,2937013
HDFC,1337040000,642,650,641.1,645.3,2742494
HDFC,1337126400,637.5,637.5,610.5,620.9,8030140
HDFC,1337212800,625.8,638.75,624.75,633.85,4665455
HDFC,1337299200,624.3,640.05,623.5,635.3,4204806
HDFC,1337558400,640,650,638.15,641.25,1723353
HDFC,1337644800,647.8,653.45,637.2,642.6,3144689
HDFC,1337731200,639.8,643.45,629.1,635.5,3943776
HDFC,1337817600,642.5,667.65,642.5,663.8,5113360
HDFC,1337904000,660,663,651.3,656.55,1719744
HDFC,1338163200,657.25,665.2,657.15,664.1,1565633
HDFC,1338249600,665.45,667.3,658.5,660.65,2020064
HDFC,1338336000,658,660.9,654.3,655.9,1844750
HDFC,1338422400,649.1,660,643.65,654.65,6753658
HDFC,1338508800,650.5,656.3,642.15,643.25,1297431
HDFC,1338768000,640.5,640.95,635.3,639.6,2450916
HDFC,1338854400,643,645.8,639.25,643.95,1407278
HDFC,1338940800,647.25,652.5,644.5,650.65,3218262
HDFC,1339027200,657,658.4,650.45,656.45,1815586
HDFC,1339113600,654.55,658.25,649.4,655.95,1673729
HDFC,1339372800,658.25,664.9,655.65,656.6,1763275
HDFC,1339459200,652,659.8,652,658.45,2089694
HDFC,1339545600,659.35,660.65,654.4,655.85,1020033
HDFC,1339632000,652,657.95,641.65,644.3,1526585
HDFC,1339718400,639.95,647.85,638,646.25,4004876
HDFC,1339977600,649.5,650.75,637.55,638.7,1537147
HDFC,1340064000,639.65,645,638,642.2,2582746
HDFC,1340150400,645.85,645.85,640,642.5,1151607
HDFC,1340236800,637.6,649.4,637.6,647.85,1346350
HDFC,1340323200,635.1,641.9,629.95,640.05,1992284
HDFC,1340582400,644,646.85,641.85,644,2475982
HDFC,1340668800,641.6,646.25,640.8,643,2409784
HDFC,1340755200,646,648.55,643.05,644.6,2793400
HDFC,1340841600,646,649.5,641.85,645.1,2330273
HDFC,1340928000,650.5,655,647.75,653.2,2568905
HDFC,1341187200,653.7,664,652.1,662.35,3005620
HDFC,1341273600,663.5,676,663.5,674.55,2984117
HDFC,1341360000,679.1,682.9,670.65,675.6,4573237
HDFC,1341446400,670.2,677.5,670.2,676.5,2127131
HDFC,1341532800,677.4,685.5,675.35,684.35,3395291
HDFC,1341792000,684,684,670,676.25,1409224
HDFC,1341878400,679.7,683.5,676,682.4,2778748
HDFC,1341964800,678.05,684.5,675.3,678.8,2544698
HDFC,1342051200,677,682.25,672.4,675.85,1780911
HDFC,1342137600,676.5,679.9,675.15,676.35,904019
HDFC,1342396800,677,683,677,680.45,1312740
HDFC,1342483200,683,684.55,680.75,683.75,2138697
HDFC,1342569600,684,688.2,682.6,687.15,2282919
HDFC,1342656000,690,695,687.45,693.8,2261024
HDFC,1342742400,696.95,696.95,683.05,684.75,1870256
HDFC,1343001600,681.05,682.7,675.35,677,1522849
HDFC,1343088000,677.1,678,672.2,674.3,1897504
HDFC,1343174400,673.9,677.55,672.5,675.1,2514515
HDFC,1343260800,676.9,676.9,669,670.1,3553372
HDFC,1343347200,680.95,680.95,671.3,673.8,1239906
HDFC,1343606400,677.25,679.9,674,678.1,1324600
HDFC,1343692800,679,692.25,676,691.15,3242208
HDFC,1343779200,690.5,701.95,689.05,699.85,3098847
HDFC,1343865600,700,701,692.35,695.7,2002473
HDFC,1343952000,692.35,700,688.1,699.35,1814645
HDFC,1344211200,701.3,712.75,701.3,710.4,2783162
HDFC,1344297600,710.25,721.4,705.85,719.55,3069001
HDFC,1344384000,719.2,725,716.05,721.6,2473874
HDFC,1344470400,722.1,723.1,691,694.9,4141199
HDFC,1344556800,689.9,692.9,684.35,690.15,1901285
HDFC,1344816000,690.6,719,688,716.35,1821658
HDFC,1344902400,715.95,715.95,700.2,702.85,2670767
HDFC,1345075200,706.35,717.2,705,710.15,5549225
HDFC,1345161600,713.5,719.2,710.55,713.3,2418145
HDFC,1345507200,711.95,735,711.05,732.5,4183480
HDFC,1345593600,728.55,734.5,722.15,726.4,2758319
HDFC,1345680000,729.8,735,717.2,719.75,5720820
HDFC,1345766400,718,730,713.3,722.5,1747548
HDFC,1346025600,721.55,728.65,718.1,721.95,2709600
HDFC,1346112000,722.9,727.95,720.2,723.25,3109737
HDFC,1346198400,727.55,727.55,710.5,715.05,4838106
HDFC,1346284800,710.1,737,699.2,726.6,14800293
HDFC,1346371200,728,739.1,725.25,735.3,20084290
HDFC,1346630400,733.95,741.4,729.65,734.65,3681747
HDFC,1346716800,734.8,734.8,718.7,722.55,3124210
HDFC,1346803200,721.8,730.5,720.4,724.65,1998816
HDFC,1346889600,724,729.4,718.1,722.4,2431310
HDFC,1346976000,729.25,739.55,726.2,729.4,3505554
HDFC,1347062400,731,733.65,728.9,731,37893
HDFC,1347235200,730,744.5,730,741.2,2700507
HDFC,1347321600,736.05,761,736.05,759.55,3113004
HDFC,1347408000,758.5,763,752.25,756.55,2439900
HDFC,1347494400,757,763,746.7,750.35,1615573
HDFC,1347580800,764.7,773.35,759.6,770.45,3236776
HDFC,1347840000,776,785.45,769.85,779.9,3480346
HDFC,1347926400,777.1,778.7,756,774.6,2648377
HDFC,1348099200,771,771,752.1,760.9,2371066
HDFC,1348185600,765,784,764.95,780.2,6768168
HDFC,1348444800,777.5,784.65,758.15,759.35,3477350
HDFC,1348531200,758,776.1,757.5,768.8,2367710
HDFC,1348617600,764,769.4,757.4,760.9,2466441
HDFC,1348704000,762.55,772.5,756.9,761.25,5718355
HDFC,1348790400,764.9,778.9,763.05,774.4,2886552
HDFC,1349049600,771,773.9,766.15,768.95,1314757
HDFC,1349222400,772,779.9,770,776.3,2459208
HDFC,1349308800,779,794,779,789.05,2275792
HDFC,1349395200,775.8,775.8,631.25,749.95,59757409
HDFC,1349654400,754.7,756.4,745,750.6,3992830
HDFC,1349740800,756.4,756.8,747,747.95,3278335
HDFC,1349827200,743,747.1,739.35,741.2,1553912
HDFC,1349913600,744.4,750.05,735.6,748.1,3258201
HDFC,1350000000,748.5,750.25,737.35,740.25,2207560
HDFC,1350259200,740.45,742,732.65,740.2,1736812
HDFC,1350345600,742.1,750.95,741.3,744.2,4339819
HDFC,1350432000,747,754.8,743.45,752.85,2959165
HDFC,1350518400,755,763,749.3,761.65,2161087
HDFC,1350604800,761.2,761.2,749.1,753.3,3162068
HDFC,1350864000,752,757,742.55,750.75,2227969
HDFC,1350950400,755,755,747,750.55,1540222
HDFC,1351123200,750,768.9,749,765.75,6288116
HDFC,1351209600,764.2,766.5,752,758.3,2325605
HDFC,1351468800,758,763,752,756.95,1193620
HDFC,1351555200,754,764.5,747.25,750.65,1984102
HDFC,1351641600,751,765.95,744.15,762.35,2877317
HDFC,1351728000,758,765,758,763.5,1398151
HDFC,1351814400,772,772.5,764,766.25,1622386
HDFC,1352073600,767.75,772.35,763,770,1101811
HDFC,1352160000,766.3,785,766.3,783.75,2258228
HDFC,1352246400,781.25,805.85,779.65,799.65,3265860
HDFC,1352332800,791.25,796.95,784.55,793.8,1838862
HDFC,1352419200,790.1,797.7,788.1,793.95,1937460
HDFC,1352678400,794.3,832.1,787.75,791.6,3406067
HDFC,1352764800,790.05,794.45,782,784.55,138882
HDFC,1352937600,784.7,795.9,765.85,793.15,3747657
HDFC,1353024000,789,790.3,771.3,774.85,1855307
HDFC,1353283200,775,775.9,761.65,764.85,1322370
HDFC,1353369600,767,787.45,767,782.05,2979232
HDFC,1353456000,782.15,782.15,771.35,778.75,2495430
HDFC,1353542400,782,785,772.95,775.15,1592981
HDFC,1353628800,777.6,781.55,772.55,779.35,1221900
HDFC,1353888000,784.8,784.8,772,775.65,1037197
HDFC,1353974400,779,802,773.3,799.2,4109275
HDFC,1354147200,799.55,825.85,799.55,821.8,5698869
HDFC,1354233600,822.05,849.9,822,843.5,12378473
HDFC,1354492800,840,844.9,830.5,836.2,2597663
HDFC,1354579200,836,843.5,833.5,841.55,1648688
HDFC,1354665600,845.5,851.95,834.1,837.95,2469806
HDFC,1354752000,841,847,831.65,844.15,2112620
HDFC,1354838400,842.35,848.25,835.5,837.75,1451389
HDFC,1355097600,840,870,833.7,865.8,2497031
HDFC,1355184000,868.35,882.3,866.6,874.95,3244995
HDFC,1355270400,875,880.45,854.5,859.7,2872410
HDFC,1355356800,859.1,870.8,850.7,854.3,1931122
HDFC,1355443200,856.05,859.25,846.6,852.3,1569959
HDFC,1355702400,846.2,859.15,833,836.85,3009410
HDFC,1355788800,841.8,850,835.95,846.85,3292218
HDFC,1355875200,846.6,849.55,827.1,830.75,3738495
HDFC,1355961600,836,836,823.7,831,1749456
HDFC,1356048000,829.5,833.5,820,830.2,2003774
