symbol,t,o,h,l,c,v
HDFC,983232000,57.4,59.7,57.4,59.13,1927790
HDFC,983318400,59.7,62.1,58.68,59.35,7308190
HDFC,983404800,60.48,60.9,58.61,59.85,3468220
HDFC,983491200,60.5,60.8,55.3,55.61,2408840
HDFC,983750400,55.51,57.4,51.64,52.62,2452810
HDFC,983923200,54.9,55,53,54.41,1049120
HDFC,984009600,54.8,54.8,53.7,54.08,618620
HDFC,984096000,53.11,55,51.13,54.04,833990
HDFC,984355200,54.03,55.9,54,54.51,931680
HDFC,984441600,53.51,55.3,53,54.6,1463510
HDFC,984528000,51.1,60.32,51.1,59.4,814590
HDFC,984614400,59,60,56.23,57.27,373230
HDFC,984700800,56.6,58.8,56,57.19,447950
HDFC,984960000,57.2,57.4,56.4,56.95,151460
HDFC,985046400,56.95,56.95,55.4,55.68,247290
HDFC,985132800,55.65,57.99,54.85,56.88,321560
HDFC,985219200,57.2,58.9,57.2,58.64,592290
HDFC,985305600,58.6,59,58.4,58.62,683870
HDFC,985564800,58.4,58.6,57.5,57.89,139560
HDFC,985651200,58,58.9,57.8,58.67,219800
HDFC,985737600,58.8,59.19,57.26,57.43,107230
HDFC,985824000,57,57.49,56.33,56.72,156150
HDFC,985910400,56.9,56.9,54.11,54.64,355110
HDFC,986169600,54.1,57.4,52,56.84,902810
HDFC,986256000,56.3,58.69,56.3,57.84,596920
HDFC,986342400,57,57.4,55.52,56.05,136320
HDFC,986515200,57,58,55.8,56.05,147880
HDFC,986774400,56,56.35,55.01,55.26,89450
HDFC,986860800,55.4,56.05,54.75,55.02,176170
HDFC,986947200,55.8,55.8,54.12,55.14,203870
HDFC,987033600,54.3,57.5,53.91,55.53,869840
HDFC,987379200,55.8,58.78,55.4,58.5,691130
HDFC,987465600,58.6,60,58.6,59.5,701400
HDFC,987552000,57.6,59.5,57.17,57.7,297180
HDFC,987638400,58.5,59,56.43,57.12,269710
HDFC,987724800,57.01,57.99,53.51,56.96,139290
HDFC,987984000,57.2,58.6,57.2,58.35,352230
HDFC,988070400,58.3,59.3,58.25,58.94,334650
HDFC,988156800,58.8,60,58.4,59.68,591170
HDFC,988243200,59.9,59.93,58.5,58.72,138650
HDFC,988329600,58.3,58.7,57,58.12,213590
HDFC,988588800,58.5,58.91,57.2,57.4,195140
HDFC,988761600,57.5,59.2,55.55,58.96,343360
HDFC,988848000,59,59.5,58.51,59.3,642410
HDFC,988934400,59.11,61,59,60.45,1335130
HDFC,989193600,60.5,62.1,60.5,61.18,763710
HDFC,989280000,61,62.2,60.2,60.89,1427270
HDFC,989366400,61.34,61.9,59,59.11,480180
HDFC,989452800,58.9,60,58.9,59.11,138160
HDFC,989539200,58.99,59.6,58.5,58.89,175810
HDFC,989798400,58.6,59.5,58.49,59.01,216240
HDFC,989884800,58.31,60.06,56.3,59.46,328350
HDFC,989971200,59.9,61.4,59.71,60.92,616420
HDFC,990057600,61.7,68,61.7,67.15,8420470
HDFC,990144000,67.51,70.2,65.3,66.01,3946970
HDFC,990403200,65.56,66.9,64.6,65.13,742860
HDFC,990489600,66.1,66.2,63.7,64.11,1909640
HDFC,990576000,64.4,65.1,64.3,65,1463900
HDFC,990662400,65.29,66.4,65.25,66.01,2887420
HDFC,990748800,66.4,66.5,65.51,66.02,1527000
HDFC,991008000,66.01,66.8,65.6,66.47,2108690
HDFC,991094400,66.5,68.4,66.5,67.4,2338350
HDFC,991180800,66.26,67.5,66.26,67.22,308510
HDFC,991267200,67,67.7,66,66.31,275560
HDFC,991353600,67.48,67.48,66,66.55,333190
HDFC,991612800,67,67,65.85,66.64,610370
HDFC,991699200,66.01,66.97,66.01,66.77,222660
HDFC,991785600,66.51,66.9,65,65.21,308480
HDFC,991872000,65.48,65.48,64.54,65.04,863240
HDFC,991958400,65.2,66.59,65,66.21,1654550
HDFC,992217600,66.5,67.3,65.71,67,2593410
HDFC,992304000,67.35,67.5,65.9,66.83,505720
HDFC,992390400,66,66,65.2,65.3,92520
HDFC,992476800,65.8,65.8,64.8,64.95,430660
HDFC,992563200,64.53,65.6,64.5,65.38,331120
HDFC,992822400,65.5,65.9,64.63,65.79,334900
HDFC,992908800,65.95,69.25,65.95,66.92,1279880
HDFC,992995200,66.61,67.6,64.2,67.44,357120
HDFC,993081600,67.49,67.5,66.5,66.61,302530
HDFC,993168000,66.4,67,66.27,66.62,291990
HDFC,993427200,65.71,67.9,65.7,67.48,644450
HDFC,993513600,67.49,69.9,66.65,69.53,698330
HDFC,993600000,68.7,70.2,67.6,68.89,600910
HDFC,993686400,68.7,69,67.5,67.7,97060
HDFC,993772800,67.77,69.5,67.12,69.03,332950
HDFC,994032000,68.4,68.4,66.1,66.24,38150
HDFC,994118400,66.5,67.49,65.51,66.36,529190
HDFC,994204800,62,67.5,62,66.98,113490
HDFC,994291200,66.66,66.98,66.1,66.49,91910
HDFC,994377600,65.1,66.8,65.1,66,89490
HDFC,994636800,66.5,66.68,65,65.29,70970
HDFC,994723200,65.04,66.3,64.67,65.06,172040
HDFC,994809600,65,69.5,65,66.02,67920
HDFC,994896000,65.4,66.4,64.9,65.12,151700
HDFC,994982400,65.3,67,65.3,66.41,886540
HDFC,995241600,67.49,67.49,65.62,66.09,151120
HDFC,995328000,66,66.44,65.7,65.99,288910
HDFC,995414400,65.1,66.5,65.1,65.99,135330
HDFC,995500800,65.89,66.1,64.83,65.45,611970
HDFC,995587200,66,66,62.5,63.37,277860
HDFC,995846400,63.4,63.5,61.5,62.96,47970
HDFC,995932800,63.01,63.5,62.1,63.33,102620
HDFC,996019200,64,65,63,64.04,282870
HDFC,996105600,62.03,65.6,62.03,65.11,378050
HDFC,996192000,64,71.4,64,65.75,140940
HDFC,996451200,66,66,64.72,65.37,55880
HDFC,996537600,66,67.5,65.9,67,475820
HDFC,996624000,64.5,69,64.2,68.08,228800
HDFC,996710400,68.6,68.6,66.25,67.34,309420
HDFC,996796800,67.89,68.01,66.71,67.03,495970
HDFC,997056000,67,67.38,66.5,66.99,617900
HDFC,997142400,66.61,66.61,65.91,66.21,188270
HDFC,997228800,66,67,66,66.5,157630
HDFC,997315200,66,67.4,66,66.71,309890
HDFC,997401600,66.5,68.8,66.5,67.81,888520
HDFC,997660800,67.98,67.98,66,66.41,146540
HDFC,997747200,66.5,66.87,65.65,66.29,161020
HDFC,997920000,66.8,66.8,65.53,66.29,220690
HDFC,998006400,67,68.59,66.55,68.09,624670
HDFC,998265600,67.8,69.39,67.34,68.9,241620
HDFC,998352000,68.31,70.45,68.31,70.25,543660
HDFC,998524800,69.9,71.3,69.13,71.05,878870
HDFC,998611200,70.98,70.98,69.72,70.23,360850
HDFC,998870400,68.56,69.99,67.5,67.77,125390
HDFC,998956800,67.8,68.58,67.45,67.59,239110
HDFC,999043200,68,68.48,67.25,68.01,1223160
HDFC,999129600,68.01,70,68.01,69.71,275430
HDFC,999216000,69.2,70.8,69.2,70.49,725840
HDFC,999475200,70.2,70.41,68.29,69.18,714530
HDFC,999561600,69,70,68.7,68.99,425020
HDFC,999648000,69.78,69.88,68.7,69.73,392680
HDFC,999734400,69.7,71,69.31,70.69,378340
HDFC,999820800,70.11,71.4,70.11,71.05,874670
HDFC,1000080000,71,72.2,70.31,72.04,668440
HDFC,1000166400,72.5,72.81,70.02,70.94,1087340
HDFC,1000252800,69.2,69.87,66,66.84,429370
HDFC,1000339200,68.9,68.9,67,67.87,268570
HDFC,1000425600,67,68.78,61.09,62.08,703400
HDFC,1000684800,62,65,59.02,62.03,2443200
HDFC,1000771200,61.5,64.79,61.5,62.74,1045230
HDFC,1000857600,63.6,67.8,62.83,66.66,860960
HDFC,1000944000,66,66.5,62.55,64.57,1896640
HDFC,1001030400,64.6,66.3,62.55,64.42,793780
HDFC,1001289600,64.8,65,60.21,61.79,1259030
HDFC,1001376000,62.7,67.97,60.6,67.46,1102800
HDFC,1001462400,66.6,67,62.5,63,495720
HDFC,1001548800,63.2,65.9,61.7,63,1121350
HDFC,1001635200,63,64.9,62,62.35,334880
HDFC,1001894400,63.01,65.9,63.01,65.38,615630
HDFC,1002067200,64.1,65.6,64,64.93,452850
HDFC,1002153600,65,70.19,64.3,69.93,1526710
HDFC,1002240000,69.8,69.8,66.9,67.3,1282350
HDFC,1002499200,61.4,67.48,61.4,67.02,307230
HDFC,1002585600,67,69.1,65.7,68.19,707180
HDFC,1002672000,67.9,67.95,64.65,65.05,610350
HDFC,1002758400,66.5,67.8,65.8,66.93,513340
HDFC,1002844800,67.2,67.5,65.04,65.77,664510
HDFC,1003104000,65.5,67.1,64.91,65.27,941070
HDFC,1003190400,65.9,67.24,65.7,66.46,929410
HDFC,1003276800,67.99,69.4,65.1,66.37,1107710
HDFC,1003363200,67.2,67.8,64.5,65.04,805120
HDFC,1003449600,65.23,65.7,63.85,64.07,1151390
HDFC,1003708800,64.9,65,64.01,64.56,1444400
HDFC,1003795200,65.2,65.89,64.66,65.45,296070
HDFC,1003881600,68,68.8,65.6,67.86,787910
HDFC,1003968000,67,68,67,67.8,198610
HDFC,1004313600,67.01,69.19,67,67.82,838930
HDFC,1004400000,67.6,69.8,67.2,69.44,560040
HDFC,1004486400,68.5,70,67.64,69.82,577470
HDFC,1004572800,68.8,70.4,68.8,70.04,635810
HDFC,1004659200,70.4,70.79,70.1,70.42,390590
HDFC,1004918400,70.99,70.99,68.5,70.01,392920
HDFC,1005004800,69,70.2,68.91,69.95,502900
HDFC,1005091200,69.5,70.98,69.3,70.57,380700
HDFC,1005177600,70.18,70.5,69.23,70.03,390380
HDFC,1005264000,70.4,70.5,68.5,68.85,785540
HDFC,1005523200,68.9,69.5,68.8,69,166770
HDFC,1005609600,69.3,69.59,67.99,68.43,315720
HDFC,1005696000,69.9,69.9,68.4,68.67,46090
HDFC,1005782400,68.6,69.5,68.6,69.01,400120
HDFC,1006128000,69.44,69.44,68.5,68.91,534370
HDFC,1006214400,69.6,69.6,67.01,67.94,523840
HDFC,1006300800,68.5,71,68,70.64,1245540
HDFC,1006387200,70.2,71,70,70.03,514100
HDFC,1006473600,70,70.59,69.5,70.23,228210
HDFC,1006732800,70.04,70.5,70,70.26,106440
HDFC,1006819200,70.21,70.39,70,70.02,351800
HDFC,1006905600,70.3,70.9,69.8,69.99,471260
HDFC,1006992000,69.6,70,68.51,68.89,190790
HDFC,1007337600,69.42,69.79,68.03,69.24,713410
HDFC,1007424000,69.6,69.6,68.5,68.71,453530
HDFC,1007510400,69.5,69.5,68.3,68.54,378970
HDFC,1007596800,69.7,70.38,68.61,69.49,724670
HDFC,1007683200,69.8,70,69,69.53,190790
HDFC,1007942400,69.5,69.8,68.35,68.58,220490
HDFC,1008028800,69.5,69.5,68.1,68.69,139730
HDFC,1008115200,68.7,69.45,68.5,68.99,227650
HDFC,1008201600,69,69,66.5,68.5,803580
HDFC,1008288000,68.5,69.03,68,68.95,306590
HDFC,1008633600,69,69.03,68.21,68.8,205480
HDFC,1008720000,68.1,68.9,67.03,68,520030
HDFC,1008806400,68.2,68.2,66.6,67.91,684680
HDFC,1008892800,67.05,67.7,66.4,66.83,413870
HDFC,1009152000,67,67.6,66.58,67.25,228060
HDFC,1009324800,67.4,67.4,66.51,66.86,94370
HDFC,1009411200,66.7,67,66.5,66.94,402940
HDFC,1009497600,67,67,65.8,66.87,172380
HDFC,1009756800,66.8,67.49,65.9,66.61,234310
HDFC,1009843200,66.51,67,65.9,65.95,91900
HDFC,1009929600,66.3,66.55,64.15,64.88,172580
HDFC,1010016000,65.69,65.7,64.23,64.66,211180
HDFC,1010102400,65.7,65.7,63.8,64.3,195950
HDFC,1010361600,64.45,64.98,62,62.5,969170
HDFC,1010448000,62.6,63.4,61.7,62.06,766780
HDFC,1010534400,62.4,65,62.2,64.46,1078450
HDFC,1010620800,64.7,65,64.26,64.71,216530
HDFC,1010707200,65,65.19,63.31,64.36,986200
HDFC,1010966400,65.8,65.8,64.3,64.74,1026980
HDFC,1011052800,64.6,64.8,63.3,64.06,783940
HDFC,1011139200,64,64.4,63.3,63.59,1648080
HDFC,1011225600,63.5,63.84,62.5,62.99,418080
HDFC,1011312000,63.49,63.5,62.13,62.47,529310
HDFC,1011571200,62.8,63.28,62.6,62.77,431750
HDFC,1011657600,63,63,62.5,62.58,93540
HDFC,1011744000,62.5,62.9,62.3,62.51,669850
HDFC,1011830400,62.5,63.3,62.5,63.02,1188310
HDFC,1011916800,63.15,64.3,62.8,64.02,1174950
HDFC,1012176000,65,65,62.2,63.58,824490
HDFC,1012262400,64.53,64.53,62.99,63.49,971390
HDFC,1012348800,63,63.5,63,63.33,1101290
HDFC,1012435200,64.29,64.49,63,63.22,204030
HDFC,1012521600,64.05,65,63.11,64.97,1327660
HDFC,1012780800,64.1,64.8,63.36,63.68,315890
HDFC,1012867200,64.38,64.39,62.6,63.11,1423040
HDFC,1012953600,63.2,64.49,62.8,63.69,803040
HDFC,1013040000,64,64,63.12,63.55,151970
HDFC,1013126400,64.39,64.39,62.7,63.17,641810
HDFC,1013385600,63.5,64,63.3,63.6,46740
HDFC,1013472000,63.9,64.5,63.45,64.35,455120
HDFC,1013558400,64.5,65.39,63.9,65.1,1502710
HDFC,1013644800,65.37,69.5,65.37,69.03,1639050
HDFC,1013731200,68.8,69.2,66.11,66.84,490650
HDFC,1013990400,67.5,68,66.3,67.73,570370
HDFC,1014076800,68,68.6,66.46,67.33,842360
HDFC,1014163200,66.9,67.1,65.8,66.98,469440
HDFC,1014249600,65.63,66.8,65,66.07,172240
HDFC,1014336000,66,67.21,66,67.01,150870
HDFC,1014595200,67.5,67.5,66.5,67.13,155800
HDFC,1014681600,67.5,68.5,66.9,68.06,995740
HDFC,1014768000,67.05,68.6,66,67.24,346800
HDFC,1014854400,68.8,69.09,67.5,68.07,1999270
HDFC,1014940800,68.5,68.5,66.23,67.23,600010
HDFC,1015200000,67.85,69,67.85,68.68,688760
HDFC,1015286400,68.6,69,66.6,67.04,957410
HDFC,1015372800,66.9,67.8,66.9,67.6,283850
HDFC,1015459200,66.92,67.85,66.61,67.12,101650
HDFC,1015545600,66.76,67.78,66.51,67.39,134780
HDFC,1015804800,66.71,67.29,66.5,66.71,97380
HDFC,1015891200,66,66.97,66,66.56,85430
HDFC,1015977600,66.54,68,66.3,66.82,157330
HDFC,1016064000,66.63,67,66.5,66.87,157120
HDFC,1016150400,66.62,67.2,66.56,67,54310
HDFC,1016409600,67.98,67.98,66.02,66.58,744400
HDFC,1016496000,66.6,67.5,66.26,66.97,158980
HDFC,1016582400,67.69,68.5,67.01,68.38,208690
HDFC,1016668800,68.2,68.44,67,67.45,179820
HDFC,1016755200,67.3,67.3,66.3,66.53,579250
HDFC,1017100800,67,67.2,66.43,66.54,765390
HDFC,1017187200,66.7,66.98,65.61,66.13,877210
HDFC,1017273600,63.06,68.99,63.06,68.45,979840
HDFC,1017619200,68,68.5,65.82,66.53,251360
HDFC,1017705600,67.7,67.7,66.01,66.44,499360
HDFC,1017792000,66.5,66.8,66.32,66.51,561030
HDFC,1017878400,66.1,66.69,65.93,66.02,618590
HDFC,1017964800,66.8,66.8,66,66,115040
HDFC,1018224000,66.2,66.44,66,66.02,55700
HDFC,1018310400,66,66.49,65.5,65.99,51780
HDFC,1018396800,68,68.99,64,64.79,171560
HDFC,1018483200,66.5,66.6,64.52,65.08,107320
HDFC,1018569600,65.89,66.2,64.51,65.73,100830
HDFC,1018828800,66,67.99,65.22,65.93,64180
HDFC,1018915200,66.5,66.5,65.5,66,90280
HDFC,1019001600,65.2,66,65.2,65.54,84830
HDFC,1019088000,65.5,65.6,64.1,64.97,91540
HDFC,1019174400,65,65.4,62.5,63.46,1292810
HDFC,1019433600,63.5,63.7,59.8,60.98,1084440
HDFC,1019520000,61.3,61.5,61,61.09,287490
HDFC,1019606400,61.32,62.47,61.21,62.06,335230
HDFC,1019692800,61.5,62.9,61.5,62.62,360350
HDFC,1019779200,60.01,64.5,60,63.94,85630
HDFC,1020038400,63.02,64.9,62.7,64.42,321650
HDFC,1020124800,64.5,65.7,64.01,65.4,196670
HDFC,1020297600,64.5,65.6,62.67,65.31,1385680
HDFC,1020384000,65.5,65.8,64.33,64.53,55040
HDFC,1020643200,63,65.5,63,65.39,85230
HDFC,1020729600,65,65.5,63.35,64.43,124540
HDFC,1020816000,63.7,65.01,63.7,64.87,271150
HDFC,1020902400,64.5,64.8,63.86,64.11,162920
HDFC,1020988800,64.2,64.5,63.21,63.91,89460
HDFC,1021248000,63.61,64.39,63.41,64.05,46180
HDFC,1021334400,64.9,65.09,64,64.98,457120
HDFC,1021420800,65,66.2,64,64.85,210800
HDFC,1021507200,65,66,60.3,62.42,192460
HDFC,1021593600,62.7,63.47,62.5,63,866820
HDFC,1021852800,62.99,63,62.55,62.97,76410
HDFC,1021939200,62.01,62.9,61.51,62.07,810890
HDFC,1022025600,61.79,62,61.11,61.93,145360
HDFC,1022112000,61,61.98,60.8,61.05,137260
HDFC,1022198400,60.3,61.44,60.3,61.06,1035430
HDFC,1022457600,61.3,61.8,60.35,60.76,232840
HDFC,1022544000,60.11,61.98,59.43,59.97,316180
HDFC,1022630400,60,60,59.27,59.49,727930
HDFC,1022716800,59.4,60.12,56.11,59.48,996840
HDFC,1022803200,59.23,61,59.23,60.03,862810
HDFC,1023062400,59.6,60.77,59.11,60.34,296930
HDFC,1023148800,59.5,60.4,59,59.11,392440
HDFC,1023235200,59.2,61.9,55.3,60.79,533810
HDFC,1023321600,61,62.7,60.1,62.34,1443080
HDFC,1023408000,61.11,63.9,61.11,62.93,187710
HDFC,1023667200,63,64.5,61.93,62.27,772780
HDFC,1023753600,62.13,64.1,62.13,63.98,315070
HDFC,1023840000,62.8,64.2,55.56,64.09,931730
HDFC,1023926400,64,64.2,63.05,63.99,339350
HDFC,1024012800,64,67.37,63.76,65.9,438080
HDFC,1024272000,65,65.4,64.3,64.91,227920
HDFC,1024358400,64.9,65.04,64.53,65,275630
HDFC,1024444800,64.15,65.45,61.6,62.48,145960
HDFC,1024531200,63,64.7,62.25,62.84,2134870
HDFC,1024617600,60.1,63.8,57,61,473620
HDFC,1024876800,61.1,63.1,61,62.93,101630
HDFC,1024963200,63,63.43,62.05,62.68,1118210
HDFC,1025049600,62.3,64.2,62.3,63.68,1049080
HDFC,1025136000,66.5,66.5,63.5,64.44,762250
HDFC,1025222400,64,66,63.66,65.39,583660
HDFC,1025481600,64.52,65,63.6,64,813320
HDFC,1025568000,64,65.2,63.75,64.01,676020
HDFC,1025654400,62.79,62.8,61.5,61.71,139710
HDFC,1025740800,62,63.5,62,62.66,129020
HDFC,1025827200,63.4,65,63,64.47,627880
HDFC,1026086400,62.61,64.83,62.61,64.43,182080
HDFC,1026172800,64,64,62.5,62.8,50120
HDFC,1026259200,63.49,63.7,62.2,62.45,29190
HDFC,1026345600,63,63,61.9,62.11,570810
HDFC,1026432000,62.85,62.9,61.82,61.94,140070
HDFC,1026691200,62,63,61.13,61.78,364480
HDFC,1026777600,62.5,62.96,61.98,62.51,82500
HDFC,1026864000,62.02,62.4,61,61.38,144870
HDFC,1026950400,62.9,62.9,61.1,61.53,263900
HDFC,1027036800,61.45,62.49,61.4,61.99,319660
HDFC,1027296000,62.1,62.1,61,61.52,302830
HDFC,1027382400,62.4,62.4,61,61.15,145920
HDFC,1027468800,61,61.39,60.6,60.75,129510
HDFC,1027555200,60.5,62.35,60.5,61.66,531470
HDFC,1027641600,62.19,62.19,60,60.15,479250
HDFC,1027900800,60.5,61.99,60.5,61.06,504900
HDFC,1027987200,61.5,61.85,61.02,61.59,239720
HDFC,1028073600,56,63.7,56,63.23,741630
HDFC,1028160000,63.99,64.65,62.2,64.04,1221080
HDFC,1028246400,58.11,63.99,58.11,62.99,424940
HDFC,1028505600,62.21,62.65,61.51,61.73,77380
HDFC,1028592000,61.9,62.4,61.5,61.82,112200
HDFC,1028678400,62.3,62.3,61.25,61.82,261500
HDFC,1028764800,61.12,61.5,61.11,61.38,67020
HDFC,1028851200,61.2,63.49,60.83,63.04,681750
HDFC,1029110400,63,63.04,61.8,62.55,235930
HDFC,1029196800,63,63.3,61.23,61.9,129230
HDFC,1029283200,61.2,62.5,60.5,61.02,149790
HDFC,1029456000,61.72,62.17,61.03,61.66,237010
HDFC,1029715200,61.31,62,60.93,61.34,155780
HDFC,1029801600,61.88,61.88,60.1,60.42,286440
HDFC,1029888000,60.5,61.3,59.71,60,401140
HDFC,1029974400,60.3,60.3,59.32,59.69,394170
HDFC,1030060800,59.5,59.86,58.52,58.79,401980
HDFC,1030320000,58.9,58.9,55.5,56.31,1324210
HDFC,1030406400,56.1,58.5,56.1,57.06,1131810
HDFC,1030492800,56.5,57.8,56.21,57.5,625110
HDFC,1030579200,57.74,57.74,57.01,57.48,837850
HDFC,1030665600,57.49,59,56.8,58.28,1820800
HDFC,1030924800,58.7,60.09,58.7,59.61,344940
HDFC,1031011200,59.9,60,59.23,59.67,213610
HDFC,1031097600,59.3,59.78,58.81,59.55,133520
HDFC,1031184000,59.8,59.8,54.19,57.78,179990
HDFC,1031270400,57.75,59.01,57.72,58.87,737230
HDFC,1031529600,57.7,59.65,57.7,59.38,679620
HDFC,1031702400,59.99,59.99,58.15,58.49,484610
HDFC,1031788800,58.4,58.94,57.5,57.88,367700
HDFC,1031875200,58,58.89,58,58.55,116370
HDFC,1032134400,58.2,59.5,58.2,59.47,640950
HDFC,1032220800,59.1,59.6,58.8,59.35,374990
HDFC,1032307200,58.71,59.73,58.7,59.48,375700
HDFC,1032393600,59.06,59.6,58.91,59.38,615380
HDFC,1032480000,58.9,59.73,58.9,59.43,350560
HDFC,1032739200,59.3,59.4,56.5,59.01,776030
HDFC,1032825600,59.3,59.5,58.55,59.37,1027690
HDFC,1032912000,58,59.1,57.8,58.87,661720
HDFC,1032998400,59,59.75,57.8,59.36,598740
HDFC,1033084800,59.4,60.2,59.11,59.98,477950
HDFC,1033344000,59.8,60.15,59.23,59.89,607500
HDFC,1033430400,60,60.65,59.73,60.56,296570
HDFC,1033603200,60,60.01,58.9,59.95,585280
HDFC,1033689600,59.99,61.5,59.99,60.98,727810
HDFC,1033948800,60.07,61.3,60.07,61.17,175940
HDFC,1034035200,60.83,61.47,60.21,61.01,341440
HDFC,1034121600,60.8,61.51,60.8,61.25,513560
HDFC,1034208000,60.82,61.19,60.8,60.84,451880
HDFC,1034294400,63.5,67.4,61.01,61.44,1086550
HDFC,1034553600,62,62.91,61.25,61.72,214960
HDFC,1034726400,62,63.9,61.93,63.03,1405170
HDFC,1034812800,63.2,63.88,61.11,61.92,2247100
HDFC,1034899200,62.79,63,61.5,61.77,534690
HDFC,1035158400,61.9,62.1,61.51,61.73,279090
HDFC,1035244800,62.5,63.7,61.71,63.41,936150
HDFC,1035331200,63,64.15,62.73,63.88,894080
HDFC,1035417600,62.9,64,60.9,63.12,943100
HDFC,1035504000,63.2,63.9,62.8,63.41,376050
HDFC,1035763200,63.5,63.55,62.8,63.1,329130
HDFC,1035849600,62.8,63.45,62.6,62.92,629050
HDFC,1035936000,62.8,63.2,62.5,62.95,823700
HDFC,1036022400,63,63,62,62.76,699580
HDFC,1036108800,62.71,63,62.53,62.76,761200
HDFC,1036368000,63.2,63.2,62.6,63.1,38350
HDFC,1036454400,63,63.8,62.9,63.44,254520
HDFC,1036627200,62.81,63.6,62.81,63.42,203130
HDFC,1036713600,63.4,63.49,62.9,63.16,218230
HDFC,1036972800,62.95,64,62.95,63.83,782180
HDFC,1037059200,64.2,64.68,63.12,64.22,680520
HDFC,1037145600,64.9,64.9,63.9,64.47,517910
HDFC,1037232000,64.6,65.6,64.2,65.08,1097080
HDFC,1037318400,65.64,66.65,65.01,66.11,671190
HDFC,1037577600,65.9,66.1,65.32,65.92,486640
HDFC,1037750400,66,67,65.89,66.89,874470
HDFC,1037836800,66.83,69.1,66.8,68.99,1131290
HDFC,1037923200,69.5,69.5,67.49,68.27,463660
HDFC,1038182400,68.39,68.72,67,67.79,939310
HDFC,1038268800,67.6,69,67.5,68.93,967040
HDFC,1038355200,68.6,68.81,68,68.12,564230
HDFC,1038441600,68.2,69,59,68.86,434430
HDFC,1038528000,68.99,68.99,68.11,68.43,278870
HDFC,1038787200,68.6,68.8,66.7,67.68,1200050
HDFC,1038873600,68.7,69,66,66.49,1584770
HDFC,1038960000,66.1,69,64.3,66.14,3768580
HDFC,1039046400,68,68.5,67,68.11,703920
HDFC,1039132800,68.5,68.9,67.2,68.73,308520
HDFC,1039392000,68.8,69,67.8,68.15,1728880
HDFC,1039478400,68,68.99,67.6,68.08,2322360
HDFC,1039564800,67.8,69.25,67.1,69.04,2036590
HDFC,1039651200,72,72,67.61,68.72,214025
HDFC,1039737600,69,77.4,68.8,72.93,1814355
HDFC,1039996800,75,76.4,73.4,75.39,1352920
HDFC,1040083200,75.16,75.2,71.27,72.08,1458795
HDFC,1040169600,72,73.18,71.62,72.25,495235
HDFC,1040256000,72,72.54,71,71.51,437555
HDFC,1040342400,72,72.5,70.1,72.04,568745
HDFC,1040601600,71.78,72.02,70.83,71.44,178075
HDFC,1040688000,71.4,71.79,70.23,70.68,129410
HDFC,1040860800,71.2,71.38,69.6,70.25,127605
HDFC,1040947200,69.62,72.6,68.21,72.02,310900
HDFC,1041206400,71.4,72.58,71,72.1,185150
HDFC,1041292800,72,72.52,71.1,71.67,147285
HDFC,1041379200,71.7,72.08,71,71.24,31805
HDFC,1041465600,71.98,72.15,71.6,72.01,108875
HDFC,1041552000,71.32,72.1,70.42,70.72,37475
HDFC,1041811200,70.85,72.48,70.85,72.05,109565
HDFC,1041897600,72,73.4,71.98,73.11,214330
HDFC,1041984000,72.78,73.4,72.4,73.05,591670
HDFC,1042070400,73,73.6,72.43,73.56,349790
HDFC,1042156800,74.2,75,65,72.76,368895
HDFC,1042416000,72.71,73.96,72.6,73.53,90905
HDFC,1042502400,72.97,74.4,72.97,74.11,166700
HDFC,1042588800,73.7,75,73.7,74.89,79965
HDFC,1042675200,74.8,74.8,74,74.45,57300
HDFC,1042761600,74.4,74.6,73.6,74.12,60855
HDFC,1043020800,74,75,73.2,74.49,1424125
HDFC,1043107200,75.4,75.9,74,74.34,205960
HDFC,1043193600,74.4,75.9,74,75.05,397760
HDFC,1043280000,76.75,76.75,75.22,75.5,190050
HDFC,1043366400,74.31,75.6,74.3,74.62,275670
HDFC,1043625600,74.02,75.4,73.81,75.11,1915715
HDFC,1043712000,75,76,74.8,75.09,933960
HDFC,1043798400,75,75.6,74.9,75.04,321790
HDFC,1043884800,75,75.39,74.22,75.05,499880
HDFC,1043971200,75.38,75.54,74.42,75.02,1995990
HDFC,1044230400,74.42,75.1,74.28,74.82,396795
HDFC,1044316800,74.82,75.6,73.03,73.92,1647555
HDFC,1044403200,70.4,75.2,70.4,74.95,692640
HDFC,1044489600,74.97,75,74.3,74.89,447365
HDFC,1044576000,74.51,75.6,74.25,75.23,286545
HDFC,1044835200,75.04,78.88,75.04,78.04,1001005
HDFC,1044921600,78.4,78.88,76.48,77.5,625730
HDFC,1045008000,77.6,77.6,75.25,75.8,156905
HDFC,1045180800,75,76.1,74.23,75.01,498520
HDFC,1045440000,76.5,76.5,74.8,75.36,338775
HDFC,1045526400,75.15,75.67,74.64,75.02,302220
HDFC,1045612800,75,75.26,74.79,74.96,586395
HDFC,1045699200,76.2,76.2,74.8,75.11,706305
HDFC,1045785600,75,75.3,74.84,75.19,776440
HDFC,1046044800,75.4,75.4,74.87,75.11,1167500
HDFC,1046131200,75,75.4,75,75.01,1162050
HDFC,1046217600,75.4,75.4,74.95,75.02,1027565
HDFC,1046304000,75.19,75.19,74.66,74.94,947540
HDFC,1046390400,75.58,75.96,74.8,74.96,1304295
HDFC,1046649600,75,75.02,74.6,74.96,185915
HDFC,1046736000,75,75,74.41,74.61,501300
